week,hidrology,HE_RALCO,HS_PALMUCHO,HE_PANGUE,HS_ANGOSTURA,HE_ELTORO,HS_ABANICO,HS_ANTUCO,HS_RUCUE,HS_QUILLECO,TUCAPEL,HS_LAJA_1,HS_EL_DIUTO,HE_CIPRESES,HS_OJOS_DE_AGUA,B_C_ISLA,HS_ISLA,HS_CURILLINQUE,HS_LOMA_ALTA,LMAULE,HS_LA_MINA,B_M_ISLA,B_MAULE,C_MELADO,HS_LOS_HIERROS,HS_LOS_HIERROS_2,HS_ROBLERIA,HE_PEHUENCHE,HE_COLBUN,HS_MACHICURA,HS_SAN_IGNACIO,HS_CHIBURGO,HS_SAN_CLEMENTE,HE_PILMAIQUEN,HS_RUCATAYO,HS_BLANCO,HS_HORNITOS,HS_JUNCAL,HS_LOS_QUILOS,HS_CHACABUQUITO,HS_LA_CONFLUENCIA,HS_LA_HIGUERA,HE_RAPEL,HS_CHACAYES,HE_CANUTILLAR,HP_ALFALFAL,HP_ALLIPEN,HP_MHAH,HP_ALTO_RENAICO,HS_ANCOA,HP_AUX_DEL_MAIPO,HP_BIFURCADA,HP_BOQUIAMARGO,HP_BUREO,HP_CALIBORO,HP_CALLAO,HP_CAPULLO,HP_CARENA,HP_CARILAFQUEN,HP_CAVANCHA,HP_CHANLEUFU,HP_CHAPIQUINA,HP_COLLIL,HP_CONTRA,HP_CONVENTO_VIEJO,HP_COYA,HP_CUMBRES,HP_CUMPEO,HP_CURILEUFU,HP_DONA_HILDA,HP_DONGO,HP_DONGUIL,HP_DON_WALTERIO,HP_DOSAL,HP_DOS_VALLES,HP_EL_AGRIO,HP_EL_ARRAYAN,HP_EL_CANELO,HP_EL_COLORADO,HP_EL_GALPON,HP_EL_LLANO,HP_EL_MANZANO,HP_EL_MIRADOR,HP_EL_PASO,HP_EL_RINCON,HP_EL_TARTARO,HP_MHT2,HP_ENSENADA,HP_EYZAGUIRRE,HP_FLORIDA_1,HP_FLORIDA_2,HP_FLORIDA_3,HP_GUAYACAN,HP_BONITO_MC1,HP_BONITO_MC2,HP_ITATA,HP_LAS_FLORES,HP_LAS_VERTIENTES,HP_LA_ARENA,HP_LA_MONTANA_1,HP_LA_MONTANA_2,HP_LA_PALOMA,HP_LA_VINA,HP_LICAN,HP_LIRCAY,HP_LLEUQUEREO,HP_LOS_BAJOS,HP_LOS_CORRALES_1,HP_LOS_CORRALES_2,HP_LOS_MOLLES,HP_LOS_MORROS,HP_LOS_PADRES,HP_MAISAN,HP_MAITENES,HP_MALALCAHUELLO,HP_MALLARAUCO,HP_MAMPIL,HP_MARIA_ELENA,HP_MARIPOSAS,HP_MELO,HP_MOLINERA_VILLARRICA,HP_MSA_1,HP_MUCHI,HP_MULCHEN,HP_MUNILQUE_1,HP_MUNILQUE_2,HP_NALCAS,HP_PEHUI,HP_PEUCHEN,HP_PICHILONCO,HP_PICOIQUEN,HP_PIUTEL,HP_PROVIDENCIA,HP_PUCLARO,HP_PULELFU,HP_PULLINQUE,HP_PUNTILLA,HP_PURISIMA,HP_QUELTEHUES,HP_RECA,HP_RENAICO,HP_RININAHUE,HP_RIO_COLORADO,HP_RIO_HUASCO,HP_RIO_TRUENO,HP_SANTA_ELENA,HP_SANTA_ISABEL,HP_MHSR,HP_SAN_ANDRES,HP_SAUCEANDES,HP_SAUZAL,HP_SAUZALITO,HP_TRAILELFU,HP_TRANQUIL,HP_TRUFULTRUFUL,HP_VOLCAN,HP_ALFALFAL_2,HP_LAS_LAJAS,HS_LOS_CONDORES,HP_CIPRESILLOS,HP_EL_PINAR,HP_CORRENTOSO,HP_HIDROPALMAR,HP_LAS_NIEVES,HP_AILLIN,HP_CH_LOS_LAGOS,HP_COSAPILLA,HP_LA_COMPANIA_2,HP_CH_EL_ATAJO,HP_CH_CORRALES,HP_PALACIOS,BESS_ALFALFAL,HP_CH_ALTO_BONITO,HP_CHILCO,HP_DIGUA,HP_EL_BRINCO,HP_HIDROMOCHO,HP_LA_CONFIANZA,HP_PANGUIPULLI,HP_QUILLAILEO,HP_TRUPAN,HP_MORAGA,HP_PIEDRAS_NEGRAS,HP_SAN_JOSE,HP_SAN_LUIS,HP_RININAHUE_2
11,1961,51.98,0,7.52,22.99,11.47,3.19,6.82,2.37,0,8.86,4.44,0,9.91,0,0,0,0,0,2.61,7.74,0.81,2.07,10.63,0,0,0,0,2.16,0,0,0,0,49.54,0,3.88,5.08,0,2.48,0,11.71,12.98,6.32,53.38,21.82,12.81,2.24,1.1,1.11,18.76,2.68,0.21,0.27,0.41,1.03,0.45,3.79,7.89,9.76,1.8,0.91,1.25,2.12,0.28,4.33,10.25,2.3,1.35,0.19,0.13,0.9,0.21,0.68,0.11,2.22,1.2,0.03,1.84,0.97,1.06,0.72,2.32,1.16,16.31,0.24,0.02,0.9,1.43,0.7,0,8.42,2.07,10.71,3.06,0.15,12.36,0.34,1.42,1.71,1.7,1.18,0,0.47,5.76,13.13,0.42,4.7,0.21,0.04,2.34,1.14,0.1,0.09,11.02,1.64,2.9,10.77,0.1,1.7,2.15,0.19,0.84,0.21,0.56,0.1,0.1,1.18,0.53,17.76,0.97,2.68,0.11,3.18,0,1.81,10.91,15.56,0.12,39.09,0.74,5.38,0.74,3.02,1.58,0.59,0.24,0.72,0.5,15.5,0.55,47.71,7.42,0.21,0.54,0.73,10.39,18.86,34.39,0,6.07,3.65,0.54,0.88,4.09,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.11,0.15,3.71,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
12,1961,54.33,0,8,26.33,12.21,2.82,6.74,1.37,0,4.64,6.94,0,11.92,0,0,0,0,0,3,9.16,0.95,2.23,14.35,0,0,0,0,2.07,0,0,0,0,55.89,0,3.76,5.12,0,2.24,0,13.21,14.63,8.58,60.22,49.4,14.36,2.52,1.1,1.25,21.16,2.87,0.23,0.3,0.46,1.16,0.51,4.27,8.9,11.01,1.8,0.95,1.41,2.39,0.31,4.89,11.56,2.59,1.52,0.21,0.15,1.01,0.24,0.77,0.13,2.51,1.35,0.04,2.08,1.09,1.19,0.75,2.62,1.31,18.4,0.27,0.02,0.9,1.61,0.78,0,8.71,2.34,12.08,3.45,0.17,8.77,0.39,1.6,3.8,1.92,1.33,0,0.53,6.5,14.81,0.48,5.29,0.23,0.04,2.64,1.28,0.12,0.1,12.43,1.85,3.28,12.15,0.11,1.92,2.43,0.2,0.94,0.24,0.63,0.12,0.12,1.33,0.44,20.03,1.1,3.03,0.07,3.59,0,2.04,12.3,17.55,0.14,44.1,0.81,6.07,0.83,3.32,1.78,0.67,0.27,0.81,0.5,17.48,0.62,53.82,8.37,0.24,0.61,0.82,11.72,21.28,38.79,0,6.84,4.12,0.61,0.99,4.61,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.11,0.17,3.71,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
13,1961,47.09,0,5.95,39.37,10.16,2.04,6.39,3.49,0,14.79,2.14,0,12.16,0,0,0,0,0,3.34,7.29,1.3,6.9,22.15,0,0,0,0,5.23,0,0,0,0,55.39,0,2.54,3.79,0,2.27,0,5.36,5.64,24.62,14.52,40.05,10.3,1.47,1.1,0.73,6.07,1.81,0.13,0.2,0.26,0.67,0.5,3.26,4.9,6.77,1.8,1.85,0.74,2.34,0.18,2.84,6.71,1.86,0.94,0.12,0.09,1.94,0.14,1.65,0.06,0.95,0.6,0.08,1.61,0.78,0.69,0.81,2.16,0.52,12.53,0.16,0.01,0.9,1.4,0.5,0,10.25,1.36,8.09,3.69,0.72,0.35,0.35,0.93,2.88,0.34,0.19,0,0.31,8.57,8.38,0.34,2.38,0.18,0.18,1.94,1.52,0.35,0.07,6.36,0.97,1.9,3.66,0.17,2.48,1.41,0.08,1.35,0.22,0.36,0.07,0.07,1.68,0.62,5.2,0.64,3.05,0.03,12.51,0,1.67,8.32,9.3,0.08,26.71,0.45,3.53,0.48,2.88,0.69,1.43,0.32,0.47,0.5,5.44,0.16,12.04,1.87,1.18,0.79,0.38,7.1,7.23,14.32,0,1.42,5.43,1.11,1.8,2.59,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.1,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
14,1961,84.69,0,10.45,69.39,13.81,2.91,9.12,5.35,0,19.36,2.03,0,16.17,0,0,0,0,0,3.86,9.5,1.7,9.82,23.83,0,0,0,0,6.98,0,0,0,0,83.02,0,2.93,4.61,0,2.73,0,8.02,8.45,36.9,21.77,51.49,15.43,2.2,1.1,1.09,9.09,2.71,0.2,0.3,0.39,1.01,0.75,4.89,7.34,10.14,1.8,5.97,1.12,3.5,0.27,4.26,10.06,2.79,1.41,0.18,0.14,2.91,0.21,2.47,0.08,1.43,0.89,0.13,2.41,1.17,1.04,0.61,3.23,0.78,18.78,0.24,0.02,0.9,2.09,0.65,0,7.1,1.78,12.13,5.53,1.08,1.33,0.53,1.39,3.7,0.52,0.29,0,0.46,12.85,12.55,0.51,3.29,0.27,0.27,2.91,2.27,0.52,0.11,9.52,1.46,2.85,5.49,0.26,3.72,2.11,0.11,2.02,0.33,0.53,0.1,0.1,2.52,0.92,7.79,0.96,4.58,0.08,18.74,0,2.5,12.46,15.27,0.08,40.02,0.98,5.28,0.72,4.79,1.03,2.14,0.47,0.7,0.5,8.15,0.23,18.04,2.81,1.77,1.18,0.71,10.64,10.84,21.46,0,2.12,8.14,1.66,2.7,3.89,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.15,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
15,1961,98.71,0,11.7,82.33,18.54,3.82,11.98,7.31,0,23.94,1.85,0,21.97,0,0,0,0,0,5.07,12.66,2.26,12.39,39.84,0,0,0,0,11.27,0,0,0,0,120.21,0,3.75,5.9,0,3.49,0,11.61,12.23,53.43,31.51,33.59,22.34,3.18,1.1,1.58,13.17,3.86,0.29,0.44,0.57,1.46,1.09,7.08,10.63,14.69,1.8,5.52,1.62,5.07,0.39,6.16,14.57,4.04,2.04,0.26,0.2,4.21,0.3,3.58,0.12,2.06,1.29,0.18,3.49,1.69,1.5,1.08,4.68,1.13,27.2,0.34,0.02,0.9,3.03,1.23,0,12.07,3.04,17.56,8,1.56,1.11,0.77,2.02,2.46,0.75,0.42,0,0.67,18.6,18.18,0.73,4.75,0.4,0.4,4.22,3.29,0.76,0.16,13.79,2.11,4.13,7.95,0.37,5.38,3.06,0.13,2.92,0.48,0.77,0.14,0.14,3.65,1.34,11.29,1.38,6.63,0.19,27.14,0,3.62,18.05,22.12,0.18,57.96,1.32,7.65,1.05,6.68,1.49,3.1,0.69,1.02,0.5,11.8,0.34,26.12,4.06,2.56,1.71,1.03,15.41,15.69,31.08,0,3.07,11.78,2.41,3.9,5.63,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.22,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
16,1961,47.48,0,5.3,39.93,10.21,1.93,6.04,3.74,0,11.68,1.83,0,11.61,0,0,0,0,0,2.93,6.58,1.17,5.64,18.62,0,0,0,0,5.94,0,0,0,0,64.97,0,1.92,3.02,0,1.79,0,6.27,6.61,28.88,17.03,18.73,12.08,1.72,1.1,0.85,7.12,2.08,0.16,0.24,0.31,0.79,0.59,3.83,5.75,7.94,1.8,2.44,0.87,2.74,0.21,3.33,7.88,2.18,1.1,0.14,0.11,2.28,0.16,1.94,0.07,1.12,0.7,0.1,1.89,0.91,0.81,0.47,2.53,0.61,14.7,0.19,0.01,0.9,1.64,0.58,0,5.11,1.59,9.49,4.33,0.84,0.02,0.41,1.09,1.37,0.4,0.23,0,0.36,10.05,9.83,0.4,2.97,0.21,0.21,2.28,1.78,0.41,0.09,7.45,1.14,2.23,4.3,0.2,2.91,1.65,0.12,1.58,0.26,0.42,0.08,0.08,1.97,0.72,6.1,0.75,3.58,0.06,14.67,0,1.96,9.75,11.82,0.1,31.32,0.82,4.13,0.57,3.22,0.81,1.67,0.37,0.55,0.5,6.38,0.18,14.12,2.2,1.38,0.93,0.56,8.33,8.48,16.8,0,1.66,6.37,1.3,2.11,3.04,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.12,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
17,1961,37.46,0,3.42,28.64,10.13,1.47,4.29,3.03,0,10.68,3.53,0,10.67,0,0,0,0,0,3.2,5.76,1.02,3.4,11.68,0,0,0,0,7.85,0,0,0,0,67.54,0,1.55,2.05,0,1.4,0,3.66,8.03,23.8,12.34,33.13,7.09,1.47,1.1,0.72,3.33,1.71,0.13,0.44,0.42,0.66,0.62,3.94,4.83,8.04,1.8,3.21,0.61,3.88,0.18,9.36,6.64,1.51,1.07,0.12,0.09,3.32,0.14,1.63,0.03,0.44,0.56,0.08,1.98,0.6,0.69,0.38,2.71,0.48,6.4,0.16,0.01,0.9,1.02,0.23,0,5.12,1.34,5.5,4.47,0.91,0,0.34,0.92,1.95,0.24,0.15,0,0.31,9.96,5.41,0.28,2.33,0.44,0.32,1.93,1.57,1.21,0.31,8.32,2.28,1.88,3.79,0.17,1.93,1.55,0.26,1.66,0.21,0.57,0.1,0.1,2.1,0.61,5.4,0.63,4.45,0.27,11.71,0,4.66,9.52,9.72,0.09,23.63,0.7,3.49,0.48,4.52,0.55,2.13,0.65,0.7,0.5,2.33,0.15,5.28,0.82,1.38,1.26,0.47,6.28,6.4,12.42,0,0.62,6.31,1.33,2.15,2.65,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.1,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
18,1961,85.64,0,7.26,62.22,17.54,2.36,6.88,4.93,0,16.64,2.4,0,16.8,0,0,0,0,0,5.39,8.93,1.58,4.68,15.49,0,0,0,0,12.78,0,0,0,0,106.75,0,2.18,3.31,0,1.98,0,5.8,12.69,37.63,19.51,40.39,11.2,2.33,1.1,1.14,5.27,2.63,0.21,0.7,0.66,1.05,0.98,6.23,7.63,12.7,1.8,6.23,0.96,6.13,0.28,14.8,10.5,2.39,1.7,0.19,0.14,5.25,0.22,2.58,0.04,0.7,0.88,0.13,3.12,0.95,1.09,0.57,4.29,0.75,10.12,0.25,0.02,0.9,1.61,0.37,0,7.76,2.12,8.69,7.07,1.44,0,0.53,1.45,2.4,0.38,0.24,0,0.48,15.75,8.56,0.45,3.47,0.7,0.51,3.06,2.47,1.91,0.48,13.15,3.61,2.98,5.98,0.27,3.04,2.45,0.36,2.62,0.33,0.9,0.16,0.16,3.32,0.96,8.53,1,7.04,0.43,18.51,0,7.36,15.05,14.83,0.22,37.35,1.4,5.51,0.76,7.95,0.88,3.37,1.03,1.1,0.5,3.68,0.24,8.35,1.3,2.19,1.99,0.58,9.93,10.11,19.63,0,0.98,9.98,2.1,3.4,4.19,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.16,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
19,1961,69.55,0,6.06,51.85,16.71,2.23,6.51,4.55,0,14.24,8.2,0,15.79,0,0,0,0,0,5.51,8.52,1.51,4.62,14.95,0,0,0,0,14,0,0,0,0,106.75,0,2.36,3.11,0,1.88,0,5.8,12.69,37.63,19.51,14.66,11.2,2.33,1.1,1.14,5.27,2.65,0.21,0.7,0.66,1.05,0.98,6.23,7.63,12.7,1.8,5.55,0.96,6.13,0.28,14.8,10.5,2.39,1.7,0.19,0.14,5.25,0.22,2.58,0.04,0.7,0.88,0.13,3.12,0.95,1.09,0.49,4.29,0.75,10.12,0.25,0.02,0.9,1.61,0.37,0,6.51,2.12,8.69,7.07,1.44,0,0.53,1.45,0.93,0.38,0.24,0,0.48,15.75,8.56,0.45,3.36,0.7,0.51,3.06,2.47,1.91,0.48,13.15,3.61,2.98,5.98,0.27,3.04,2.45,0.38,2.62,0.33,0.9,0.16,0.16,3.32,0.96,8.53,1,7.04,0.4,18.51,0,7.36,15.05,12.81,0.29,37.35,1.4,5.51,0.76,13.97,0.88,3.37,1.03,1.1,0.5,3.68,0.24,8.35,1.3,2.19,1.99,0.64,9.93,10.11,19.63,0,0.98,9.98,2.1,3.4,4.19,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.16,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
20,1961,310.97,0,30.6,212.18,28.79,4.09,11.91,7.77,0,21.5,8.06,0,23.07,0,0,0,0,0,8.98,13.12,2.33,7.55,28.11,0,0,0,0,27.22,0,0,0,0,122,0,2.85,3.53,0,2.21,0,6.63,14.5,43,22.29,120.32,12.8,2.66,1.1,1.3,6.02,3.13,0.24,0.8,0.75,1.2,1.11,7.12,8.72,14.52,1.8,7.12,1.09,7,0.32,16.92,12,2.73,1.94,0.22,0.16,6,0.25,2.95,0.05,0.8,1.01,0.15,3.57,1.09,1.25,0.71,4.9,0.86,11.56,0.28,0.02,0.9,1.84,0.42,0,9.95,2.42,9.93,8.08,1.64,3.52,0.61,1.66,6.8,0.44,0.28,0,0.55,18,9.78,0.51,4.24,0.8,0.59,3.49,2.83,2.18,0.55,15.03,4.13,3.4,6.84,0.31,3.48,2.8,0.39,3,0.38,1.03,0.19,0.19,3.79,1.1,9.75,1.14,8.04,0.28,21.15,0,8.41,17.2,16.13,0.3,42.68,1.6,6.3,0.86,15.96,1,3.86,1.18,1.26,0.5,4.2,0.27,9.54,1.48,2.5,2.27,0.85,11.35,11.56,22.43,0,1.12,11.4,2.4,3.89,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.18,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
21,1961,564.08,0,68.8,317.24,95.13,5.96,65.73,27.81,0,50.53,30.4,0,30.9,0,0,0,0,0,15.41,19.61,4.01,34.81,119.32,0,0,0,0,39.08,0,0,0,0,262.86,0,3.33,5.12,0,4.02,0,8.86,17.78,324.57,32.17,164.84,13.03,3.04,1.1,1.49,0,3.72,0.08,1.04,2.19,1.37,1.48,10.32,9.86,20.05,1.8,8.14,1.05,8,0.37,19.33,13.71,3.79,2.61,0.25,0.2,6.86,0.29,3.37,0.05,0.8,1.65,0.17,6.09,2.29,1.43,1.13,5.6,3.37,12.48,0.32,0.02,0.9,4.48,0.35,0.49,15.72,2.77,15.04,10.29,2.36,41.91,0.72,1.9,7.77,2.83,2.17,0,0.17,20.57,11.18,1.42,5.53,0.91,1.22,3.81,2.96,2.49,0.52,16.31,10.25,3.89,27.2,0.35,3.97,3.2,0.42,3.43,0.45,2.99,0.55,0.55,5.35,1.26,41.89,1.3,20.37,0.28,30,0,9.62,37.94,20.31,0.48,47.78,1.83,7.2,0.99,12.95,0.98,6.4,2.29,1.44,0.5,5.44,0.48,30.36,4.72,2.27,3.36,0.97,12.7,11.41,23.89,0,3.57,13.46,3.33,5.39,5.3,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
22,1961,387.33,0,51.86,221.7,70.62,4.77,52.62,20.14,0,27.34,36.32,0,20.52,0,0,0,0,0,11.71,14,2.86,27.56,99.95,0,0,0,0,32.44,0,0,0,0,230,0,2.68,4.26,0,3.53,0,7.75,15.56,360.25,28.15,27.37,11.4,2.66,1.1,1.3,0,3.26,0.07,0.91,1.92,1.2,1.3,9.03,8.63,17.54,1.8,7.12,0.92,7,0.32,16.92,12,3.31,2.28,0.22,0.18,6,0.25,2.95,0.05,0.7,1.44,0.15,5.33,2,1.25,0.8,4.9,2.95,10.92,0.28,0.02,0.9,3.92,0.27,0,12.01,2.12,13.16,9,2.07,35.85,0.63,1.66,1.74,2.48,1.9,0,0.15,18,9.78,1.24,4.95,0.8,1.07,3.33,2.59,2.18,0.45,14.27,8.97,3.4,23.8,0.31,3.48,2.8,0.41,3,0.39,2.61,0.48,0.48,4.68,1.1,36.66,1.14,17.82,0.42,26.25,0,8.42,33.19,18.1,0.38,41.8,1.6,6.3,0.86,12.73,0.86,5.6,2,1.26,0.5,4.76,0.42,26.56,4.13,1.99,2.94,0.37,11.11,9.99,20.9,0,3.13,11.78,2.91,4.71,4.63,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
23,1961,252.8,0,38.49,150.63,34.96,2.56,28.26,10.04,0,10.88,33.1,0,18.56,0,0,0,0,0,11.23,13.37,2.74,20.79,66.34,0,0,0,0,24.98,0,0,0,0,262.86,0,2.88,4.58,0,3.8,0,8.86,17.78,173.14,32.17,289.35,13.03,3.04,1.1,1.49,0,3.71,0.08,1.04,2.19,1.37,1.48,10.32,9.86,20.05,1.8,8.14,1.05,8,0.37,19.33,13.71,3.79,2.61,0.25,0.2,6.86,0.29,3.37,0.05,0.8,1.65,0.17,6.09,2.29,1.43,0.87,5.6,3.37,12.48,0.32,0.02,0.9,4.48,0.4,0,12.54,2.86,15.04,10.29,2.36,16.63,0.72,1.9,7.77,2.83,2.17,0,0.17,20.57,11.18,1.42,5.92,0.91,1.22,3.81,2.96,2.49,0.52,16.31,10.25,3.89,27.2,0.35,3.97,3.2,0.48,3.43,0.45,2.99,0.55,0.55,5.35,1.26,41.89,1.3,20.37,0.56,30,0,9.62,37.94,19.62,0.41,47.78,1.83,7.2,0.99,18.24,0.98,6.4,2.29,1.44,0.5,5.44,0.48,30.36,4.72,2.27,3.36,0.65,12.7,11.41,23.89,0,3.57,13.46,3.33,5.39,5.3,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
24,1961,208.17,0,36.98,126.12,28.21,2.26,24.91,8.57,0,9.02,38.11,0,14.53,0,0,0,0,0,8.55,10.74,2.2,15.29,57.39,0,0,0,0,20.57,0,0,0,0,201.25,0,2.21,3.57,0,3.06,0,6.78,13.62,178.72,24.63,100.48,9.98,2.33,1.1,1.14,0,2.85,0.06,0.79,1.68,1.05,1.14,7.9,7.55,15.35,1.8,6.23,0.8,6.13,0.28,14.8,10.5,2.9,2,0.19,0.16,5.25,0.22,2.58,0.04,0.61,1.26,0.13,4.66,1.75,1.09,0.65,4.29,2.58,9.56,0.25,0.02,0.9,3.43,0.27,0,9.56,2.12,11.52,7.88,1.81,15.71,0.55,1.45,5.95,2.17,1.66,0,0.13,15.75,8.56,1.08,4.56,0.7,0.94,2.92,2.27,1.91,0.4,12.48,7.85,2.98,20.83,0.27,3.04,2.45,0.42,2.62,0.34,2.29,0.42,0.42,4.09,0.96,32.08,1,15.59,0.32,22.97,0,7.37,29.05,15.94,0.34,36.58,1.4,5.51,0.76,13.97,0.75,4.9,1.75,1.1,0.5,4.17,0.36,23.24,3.62,1.74,2.58,0.34,9.72,8.74,18.29,0,2.73,10.31,2.55,4.13,4.06,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.04,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
25,1961,223.56,0,51.71,144.62,29.16,1.2,32.21,10.83,0,13.01,31.24,0,18.33,0,0,0,0,0,9.63,13.57,2.58,14.6,61.67,0,0,0,0,38.74,0,0,0,0,225,0,2.01,3.67,0,3.41,0,6.32,11.62,151.2,23.36,56.22,9.7,2.66,1.1,1.3,0,3.19,0.24,0.83,2.2,1.2,1.61,9.01,8.57,19.23,1.8,7.12,0.8,7,0.26,16.92,11.19,4.02,2.27,0.18,0.23,6,0.25,2.95,0.04,0.6,2.36,0.15,5.39,2,1.25,0.72,3.45,2.95,9.12,0.28,0.02,0.9,3.08,0,0,10.99,2.42,10.69,9,2.5,25.81,0.61,1.66,3.4,2.43,1.9,0,0.55,18,9.78,1.53,4.99,0.8,1.09,3.49,2.8,1.44,0.59,14.72,8.98,3.4,36.1,0.31,3.48,2.8,0.49,3,0.38,3,0.55,0.55,5.75,1.1,58.12,0.92,17.82,0.49,26.25,0,9,48.12,18.21,0.39,41.09,1.6,6.3,0.86,15.56,0.78,5.6,2,1.26,0.5,3.48,0.27,22.45,3.49,1.22,2.94,0.85,10.92,8.71,16.74,0,2.64,11.4,3.53,5.73,3.87,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
26,1961,276.69,0,71.85,181.13,30.38,1.39,37.38,12.16,0,14.22,50.67,0,17.53,0,0,0,0,0,8.94,13.3,2.53,16.79,72.47,0,0,0,0,42.59,0,0,0,0,225,0,1.96,3.39,0,2.89,0,6.32,11.62,199.35,23.36,81.46,9.7,2.66,1.1,1.3,0,3.17,0.24,0.83,2.2,1.2,1.61,9.01,8.57,19.23,1.8,7.12,0.8,7,0.26,16.92,11.19,4.02,2.27,0.18,0.23,6,0.25,2.95,0.04,0.6,2.36,0.15,5.39,2,1.25,0.73,3.45,2.95,9.12,0.28,0.02,0.9,3.08,0,0,11.13,2.42,10.69,9,2.5,37.99,0.61,1.66,4.88,2.43,1.9,0,0.55,18,9.78,1.53,5.13,0.8,1.09,3.49,2.8,1.44,0.59,14.72,8.98,3.4,36.1,0.31,3.48,2.8,0.5,3,0.38,3,0.55,0.55,5.75,1.1,58.12,0.92,17.82,0.49,26.25,0,9,48.12,18.21,0.4,41.09,1.6,6.3,0.86,15.96,0.78,5.6,2,1.26,0.5,3.48,0.27,22.45,3.49,1.22,2.94,0.85,10.92,8.71,16.74,0,2.64,11.4,3.53,5.73,3.87,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
27,1961,709.96,0,185.93,453.83,144.73,6.74,164.84,57.95,0,88.75,73.51,0,21.89,0,0,0,0,0,10.8,16.95,3.22,47.16,204.1,0,0,0,0,100.84,0,0,0,0,225,0,2.01,3.49,0,2.99,0,6.32,11.62,339.3,23.36,208.3,9.7,2.66,1.1,1.3,7.75,3.21,0.24,0.83,2.2,1.2,1.61,9.01,8.57,19.23,1.8,5.55,0.8,7,0.26,16.92,11.19,4.02,2.27,0.18,0.23,6,0.25,2.95,0.04,0.6,2.36,0.15,5.39,2,1.25,0.74,3.45,2.95,9.12,0.28,0.02,0.9,3.08,0,0,11.29,2.42,10.69,9,2.5,45,0.61,1.66,6.8,2.43,1.9,0,0.55,18,9.78,1.53,4.97,0.8,1.09,3.49,2.8,1.44,0.59,14.72,8.98,3.4,36.1,0.31,3.48,2.8,0.51,3,0.38,3,0.55,0.55,5.75,1.1,58.12,0.92,17.82,0.47,26.25,0,9,48.12,18.21,0.4,41.09,1.6,6.3,0.86,10.54,0.78,5.6,2,1.26,0.5,3.48,0.27,22.45,3.49,1.22,2.94,0.85,10.92,8.71,16.74,0,2.64,11.4,3.53,5.73,3.87,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
